Stars,Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
7,Mist Valley Apex Avian,Effect Monster,WIND,Winged Beast,2700,2000,"When an effect is activated, you can select 1 face-up ""Mist Valley"" card you control. Return that ""Mist Valley"" card to it's owner's hand, negate the effect's activation, and destroy the card whose effect was activated."
7,Mystical Knight of Jackal,Effect Monster,LIGHT,Beast-Warrior,2700,1200,"When this card destroys 1 monster on your opponent's side of the field and sends it to your opponent's Graveyard as a result of battle, you can then return the card to the top of your opponent's Deck."
7,"Neo-Parshath, the Sky Paladin",Effect Monster,LIGHT,Fairy,2300,2000,"You can Special Summon this card (from your hand) by Tributing 1 ""Airknight Parshath"" you control. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When this card inflicts Battle Damage to your opponent: Draw 1 card. While ""The Sanctuary in the Sky"" is on the field and your Life Points are higher than your opponent's, this card gains ATK and DEF equal to the difference in Life Points."
7,Odd-Eyes Dragon,Effect Monster,DARK,Dragon,2500,2000,If this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to half theoriginal ATK of that monster in the Graveyard.
7,Odd-Eyes Saber Dragon,Effect Monster,LIGHT,Dragon,2800,2000,"If this card is in your hand: You can Tribute 1 LIGHT monster; send 1 ""Odd-Eyes Dragon"" from your hand, Deck, or your side of the field to the Graveyard, and if you do, Special Summon this card. When this card destroys a monster by battle and sends it to the Graveyard: You can destroy 1 monster your opponent controls."
7,Odd-Eyes Wizard Dragon,Effect Monster,DARK,Dragon,2500,2500,"If this card is in your hand: You can Tribute 1 DARK monster; send 1 ""Odd-Eyes Dragon"" from your hand, Deck, or face-up field to the GY, and if you do, Special Summon this card. If this card in your possession is destroyed by an opponent's card and sent to your GY: You can Special Summon 1 ""Odd-Eyes"" monster from your Deck or GY, except ""Odd-Eyes Wizard Dragon"", then you can add 1 ""Spiral Flame Strike"" from your Deck to your hand."
7,Orcust Knightmare,Effect Monster,DARK,Machine,100,2000,"Cannot be destroyed by battle with a Link Monster. You can banish this card from your GY, then target 1 face-up monster on the field; you cannot Special Summon monsters, except DARK monsters, for the rest of this turn, also send 1 DARK Machine monster from your Deck to the GY, except ""Orcust Knightmare"", and if you do, the targeted monster gains ATK equal to the Level of the monster sent to the GY x 100, until the end of this turn. You can only use this effect of ""Orcust Knightmare"" once per turn."
7,Orgoth the Relentless,Effect Monster,EARTH,Warrior,2500,2450,"Once per turn, during your Main Phase: You can roll a six-sided die 3 times and this card gains ATK/DEF equal to the total X 100 (until the end of your opponent's turn), then, if 2 of the results were the same, apply the appropriate effect. If all 3 were the same, apply all of these effects. ;; 1 or 2: This card cannot be destroyed by battle or card effects, until the end of your opponent's turn. ;; 3 or 4: Draw 2 cards. ;; 5 or 6: This card can attack directly this turn."
7,Overtyx Qoatlus,Effect Monster,DARK,Dinosaur,2700,2100,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling 5 of your banished Dinosaur monsters into the Main Deck. Once per turn, when your opponent activates a Spell/Trap Card (Quick Effect): You can destroy 1 Dinosaur monster in your hand or face-up on your field, and if you do, negate that activation, and if you do that, destroy that card. If this card is sent to the GY by a card effect: You can add 1 ""Evolution Pill"" Spell from your Deck to your hand. You can only use this effect of ""Overtex Coatlus"" once per turn."
7,Palladium Oracle Mahad,Effect Monster,LIGHT,Spellcaster,2500,2100,"When you draw this card: You can reveal this card; Special Summon it from your hand. If this card battles a DARK monster, its ATK is doubled during the Damage Step only. If this card is destroyed by battle or card effect: You can Special Summon 1 ""Dark Magician"" from your hand, Deck, or Graveyard."
7,Pandemic Dragon,Effect Monster,DARK,Dragon,2500,1000,Once per turn: You can pay LP in multiples of 100; other face-up monsters on the field lose that much ATK. Once per turn: You can target 1 monster on the field with ATK less than or equal to this card's; destroy it. If this card is destroyed by battle or card effect: All face-up monsters on the field lose 1000 ATK.
7,Perditious Puppeteer,Effect Monster,DARK,Fiend,2700,500,"Once per turn: You can discard 1 card; gain control of all face-up Level 3 or lower monsters your opponent controls, until the End Phase. These monsters cannot activate their effects, and cannot be Tributed or used as a Synchro Material Monster."
7,Performapal Sky Magician,Effect Monster,WIND,Spellcaster,2500,2000,"Once per turn, if you activate a Spell Card: This card gains 300 ATK. During either player's turn: You can target 1 Continuous Spell Card you control; return it to the hand, then you can activate 1 ""Magician"" Continuous Spell Card from your hand. You can only use this effect of ""Performapal Sky Magician"" once per turn. If this face-up card leaves the field: You can target 1 card on the field; destroy it."
7,Performapal Sleight Hand Magician,Effect Monster,LIGHT,Spellcaster,2500,2000,"You can Special Summon this card (from your hand) by Tributing 1 ""Performapal"" monster, except a Pendulum Monster. Once per turn: You can discard 1 card, then target 1 face-up card on the field; destroy it."
7,Phantom Beast Rock-Lizard,Effect Monster,DARK,Beast-Warrior,2200,2000,"If you're Tributing a ""Phantom Beast"" monster or ""Gazelle the King of Mythical Beasts"", this card can be Normal Summoned with 1 Tribute. When this card destroys a monster by battle, inflict 500 damage to your opponent. When this card is destroyed and sent to the Graveyard by an opponent's card effect, inflict 2000 damage to your opponent."
7,Photon Wyvern,Effect Monster,LIGHT,Dragon,2500,2000,When this card is Normal or Flip Summoned: Destroy all Set cards your opponent controls.
7,"Poseidra, the Atlantean Dragon",Effect Monster,WATER,Sea Serpent,2800,1600,"You can Tribute 3 Level 3 or lower WATER monsters; Special Summon this card from your hand or Graveyard. When you do: Return all Spell and Trap Cards on the field to the hand, and if you do, if 3 or more cards are returned to the hand by this effect, all monsters your opponent currently controls lose 300 ATK for each."
7,Puppet King,Effect Monster,EARTH,Warrior,2800,2600,"When your opponent adds a Monster Card(s) to their hand, except by drawing, you can Special Summon this card from your hand. If you do, destroy it during your next turn's End Phase."
7,Queen Angel of Roses,Effect Monster,EARTH,Plant,2400,1300,"You can Tribute Summon this card in face-up Attack Position by Tributing 1 Plant-Type monster. Once per turn, during your Standby Phase: Destroy the 1 face-up monster on the field with the lowest ATK (your choice, if tied)."
7,"Radian, the Multidimensional Kaiju",Effect Monster,DARK,Fiend,2000,2500,"You can Special Summon this card (from your hand) to your opponent's side of thefield in Attack Position, by Tributing 1 monster they control. If your opponent controls a ""Kaiju"" monster, you can Special Summon this card (from your hand) in Attack Position. You can only control 1 ""Kaiju"" monster. Once per turn: You can remove 2 Kaiju Counters from anywhere on the field; Special Summon 1 ""Radian Token"" (Fiend-Type/DARK/Level 7/ATK 2800/DEF 0), but it cannot be used as a Synchro Material."
7,Radiant Spirit,Effect Monster,LIGHT,Reptile,2000,1500,"When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-LIGHT monsters."
7,Raging Earth,Effect Monster,EARTH,Reptile,2000,1500,"When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-EARTH monsters."
7,Red Ogre,Effect Monster,EARTH,Zombie,2800,2100,When this card is Normal Summoned: You can send any number of cards from your hand to the Graveyard to target the same number of cards on the field; return those targets to the hand.
7,Red-Eyes Alternative Black Dragon,Effect Monster,DARK,Dragon,2400,2000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Red-Eyes"" monster from your hand or field. You can only Special Summon ""Red-Eyes Alternative Black Dragon"" once per turn this way. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can target 1 Level 7 or lower ""Red-Eyes"" monster in your GY, except ""Red-Eyes Alternative Black Dragon""; Special Summon it, and if it was a ""Red-Eyes B. Dragon"" that was Special Summoned, its original ATK becomes doubled."
7,Red-Eyes Zombie Dragon,Effect Monster,DARK,Zombie,2400,2000,"You can Tribute Summon this monster in face-up Attack Position by Tributing 1 Zombie-Type monster. When this card destroys a Zombie-Type monster by battle and sends it to the Graveyard, you can Special Summon it to your side of the field."
7,"Redox, Dragon Ruler of Boulders",Effect Monster,EARTH,Dragon,1600,3000,"If this card is in your hand or Graveyard: You can banish a total of 2 EARTH and/or Dragon-Type monsters from your hand and/or Graveyard, except this card; Special Summon this card. During your opponent's End Phase, if this card was Special Summoned: Return it to the hand. You can discard this card and 1 EARTH monster to the Graveyard, then target 1 monster in your Graveyard; Special Summon that target. If this card is banished: You can add 1 EARTH Dragon-Type monster from your Deck to your hand. You can only use 1 ""Redox, Dragon Ruler of Boulders"" effect per turn, and only once that turn."
7,Regenerating Rose,Effect Monster,DARK,Plant,0,1500,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 2 ""Regenerating Rose Tokens"" (Plant-Type/DARK/Level 3/ATK 1200/DEF 1200)."
7,"Reign-Beaux, Overlord of Dark World",Effect Monster,DARK,Fiend,2500,1800,If this card is discarded from your hand to your Graveyard by an opponent's card effect: Special Summon this card from the Graveyard. When this card is Special Summoned this way: Destroy all monsters your opponent controls OR all Spell/Trap Cards they control.
7,Sanga of the Thunder,Effect Monster,LIGHT,Thunder,2600,2200,You can only activate this card's effect during your opponent's damage calculation. Make the ATK of a monster attacking this card 0 during damage calculation. This effect can only be used once as long as this card remains face-up on the field.
